Title Description,Standard Hours,Maximum Salary Rate
MARINE MAINTENANCE MECHANIC,35.0,90017.0
TELEPHONE SERVICE TECHNICIAN,35.0,69589.0
TELEPHONE SERVICE TECHNICIAN,35.0,82578.0
MACHINIST,40.0,37.03
MACHINIST,40.0,40.3
MACHINIST'S HELPER,40.0,36.06
MACHINIST'S HELPER,40.0,38.05
FURNITURE MAINTAINER,40.0,31.45
FURNITURE MAINTAINER'S HELPER,40.0,29.35
ASSISTANT DIRECTOR OF ADMINIST,35.0,244820.0
DEPUTY ADMINISTRATION ASSISTAN,35.0,79817.0
LEGISLATIVE COORDINATOR,35.0,244820.0
EXECUTIVE LEGISLATIVE COORDINA,35.0,244820.0
ASSISTANT LEGISLATIVE INFORMAT,35.0,244820.0
LEGISLATIVE INFORMATION ASSIST,35.0,244820.0
SENIOR LEGISLATIVE FINANCIAL A,35.0,244820.0
COUNCILMANIC AIDE,35.0,77500.0
COUNSEL TO THE BOARD (BOE),35.0,48799.0
SENIOR ADMINISRATOR (BOARD OF,35.0,81239.0
SENIOR ADMINISTRATIVE ASSISTAN,35.0,66265.0
CHIEF CLERK (BOARD OF ELECTION,35.0,244820.0
DEPUTY CHIEF CLERK (BOARD OF E,35.0,244820.0
ADMINISTRATIVE ASSOCIATE (BOAR,35.0,60136.0
ADMINISTRATIVE ASSISTANT (BOE),35.0,50595.0
DIRECTOR OF EQUIPMENT (BOARD O,35.0,66265.0
INSPECTOR (BOARD OF ELECTIONS),35.0,34777.0
VOTING MACHINE TECHNICIAN (BOA,35.0,35685.0
SENIOR VOTING MACHINE TECHNICI,35.0,39617.0
ATTENDANT (BOARD OF ELECTIONS),35.0,34777.0
TYPIST (BOARD OF ELECTIONS),35.0,34777.0
FINANCE OFFICER  (BOARD OF ELE,35.0,66265.0
ASSISTANCE FINANCE OFFICER(BOA,35.0,60136.0
CLERK TO THE BOARD (BOARD OF E,35.0,34777.0
TABULATOR OPERATOR (BOARD OF E,35.0,34777.0
SENIOR TABULATOR OPERATOR (BOA,35.0,34777.0
EXECUTIVE DIRECTOR (BOARD OF E,35.0,244820.0
DEPUTY EXECUTIVE DIRECTOR (BOA,35.0,244820.0
COMPUTER SYSTEM MANAGER (BOARD,35.0,244820.0
CHIEF VOTING MACHINE TECHNICIA,35.0,55189.0
ACCOUNTANT (BOARD OF ELECTIONS,35.0,55189.0
SENIOR COMPUTER PROGRAMMER (BO,35.0,85331.0
KEYPUNCH OPERATOR/TABULATOR OP,35.0,17.86
FINANCIAL CLERK (BOARD OF ELEC,35.0,21.26
SENIOR OFFICE APPLIANCE OPERAT,35.0,93000.0
DIRECTOR OF THE OFFICE OF COLL,35.0,244820.0
COMMISSIONER OF PARKS & RECREA,35.0,244820.0
COMMISSIONER OF CULTURAL AFFAI,35.0,244820.0
LEGISLATIVE ADMINISTRATIVE SEC,35.0,100000.0
EXECUTIVE LEGISLATIVE SECRETAR,35.0,100000.0
EXECUTIVE LEGISLATIVE STENOGRA,35.0,244820.0
COMMISSIONER OF FINANCE,35.0,244820.0
CHAIRMAN GENERAL WELFARE COMMI,35.0,244820.0
DIRECTOR OF PROBATION,35.0,244820.0
DIRECTOR OF THE OMBUDSMAN PROG,35.0,244820.0
MEMBER OF THE ENVIRONMENTAL CO,7.0,175.1
ASSISTANT TO FINANCE COMMITTEE,35.0,244820.0
DISTRICT ATTORNEY,35.0,212800.0
PUBLIC ADMINISTRATOR,35.0,144000.0
COMMISSIONER OF BUILDINGS,35.0,244820.0
COMMISSIONER (BOARD OF ELECTIO,35.0,196574.0
COMMISSIONER OF HEALTH,35.0,244820.0
COMMISSIONER OF ENVIRONMENTAL,35.0,244820.0
COMMISSIONER OF MENTAL HEALTH,35.0,244820.0
COMMISSIONER OF TRANSPORTATION,35.0,244820.0
COMMISSIONER OF HOUSING PRESER,35.0,244820.0
COMMISSIONER OF SANITATION,35.0,244820.0
ASSISTANT DIRECTOR OF FINANCE,35.0,244820.0
TEMPORARY CLERK (BOARD OF ELEC,35.0,15.46
TEMPORARY CLERK (CITY COUNCIL),35.0,21595.0
HUMAN RESOURCES ADMINISTRATOR,35.0,244820.0
ADMINISTRATIVE MANAGER (BOARD,35.0,244820.0
DEPUTY PERSONNEL ASST COUNCIL,35.0,100000.0
STENOGRAPHIC/SECRETARIAL ASSOC,35.0,43903.0
SENIOR BUYER (BOARD OF ELECTIO,35.0,62245.0
PRINCIPAL STOREKEEPER (BOARD O,35.0,27675.0
DIRECTOR OF LEGISLATIVE OVERSI,35.0,244820.0
LEGISLATIVE INVESTIGATOR (CITY,35.0,100000.0
LEGISLATIVE ADMINISTRATIVE ASS,35.0,244820.0
DIRECTOR OF LEGISLATIVE FINANC,35.0,244820.0
LEGISLATIVE POLICY ANALYST (CI,35.0,244820.0
MANAGER OF LEGISLATIVE POLICY,35.0,244820.0
LEGISLATIVE SYSTEMS MANAGER (C,35.0,244820.0
DIRECTOR OF LEGAL SERVICES (CI,35.0,244820.0
LEGISLATIVE LIAISON-ALBANY (CI,35.0,244820.0
DIRECTOR OF ADMINISTRATION (CI,35.0,244820.0
LEGISLATIVE ADMINISTRATIVE MAN,35.0,244820.0
SENIOR SYSTEMS ANALYSTS (BOARD,35.0,108799.0
COMPUTER OPERATOR (BOARD OF EL,35.0,67135.0
PROGRAMMER (BD OF ELECTIONS),35.0,54453.0
EXECUTIVE ASST TO MAJORITY LEA,35.0,244820.0
Director of Training (BOE),35.0,244820.0
SENIOR LEGISLATIVE ATTORNEY (C,35.0,244820.0
EXECUTIVE ASSISTANT TO THE DIR,35.0,244820.0
COMMISSIONER OF EMPLOYMENT,35.0,244820.0
"DIRECTOR, PERSONNEL AND BUDGET",35.0,244820.0
COUNSEL (BOARD OF ELECTIONS),35.0,244820.0
"COORDINATOR, VOTER REGISTRATIO",35.0,78733.0
"DIRECTOR, PUBLIC AFFAIRS AND C",35.0,244820.0
"COORDINATOR, ELECTION DAY OPER",35.0,78733.0
PROJECT COORDINATOR (BOARD OF,35.0,96536.0
ASSOCIATE STAFF ANALYST(BOARD,35.0,107048.0
MEMBER (CONFLICTS OF INTEREST,35.0,113500.0
LEGISLATIVE FISCAL OFFICER (CI,35.0,244820.0
LEGISLATIVE SUPPORT SERVICE CO,35.0,244820.0
LEGISLATIVE PLANNING COORDINAT,35.0,244820.0
SECRETARY TO DIRECTOR COUNCIL,35.0,120000.0
PERSONNEL COORDINATOR (CITY CO,35.0,120000.0
LEGISLATIVE ADMINISTRATIVE CLE,35.0,120000.0
LEGISLATIVE SUPERVISOR SECRETA,35.0,120000.0
LEGISLATIVE ADMINISTRATIVE TYP,35.0,120000.0
LEGISLATIVE MESSENGER (CITY CO,35.0,120000.0
LEGISLATIVE INTERN (CITY COUNC,35.0,120000.0
CHIEF INVESTIGATOR,35.0,244820.0
SENIOR LEGISLATIVE INVESTIGATO,35.0,244820.0
LEGISTATIVE CONFIDENTIAL SECRE,35.0,120000.0
DEPUTY DIRECTOR- FINANCE (CITY,35.0,244820.0
SUPERVISING LEGISLATIVE FINANC,35.0,120000.0
LEGISLATIVE FINANCE SECRETARY,35.0,120000.0
DIRECTOR LEGAL DIVISION/GEN CO,35.0,244820.0
DEPUTY DIRECTOR-LEGAL DIVISION,35.0,244820.0
DIRECTOR-OFFICE OF POLICY (CIT,35.0,244820.0
SENIOR LEGISLATIVE POLICY ANAL,35.0,244820.0
LEGISLATIVE POLICY SECRETARY (,35.0,120000.0
DIRECTOR-OFFICE OF COMMUNICATI,35.0,244820.0
DEPUTY DIRECTOR-OFFICE OF COMM,35.0,244820.0
LEGISTATIVE MANAGER-OFFICE OF,35.0,244820.0
COMMUNICATION ASSISTANT (CITY,35.0,120000.0
LEGISLATIVE COMMUNICATION SECR,35.0,120000.0
DIRECTOR-TECHNICAL SERVICES (C,35.0,244820.0
ASSISTANT TO DIRECTOR-TECHNICA,35.0,244820.0
SENIOR LEGISLATIVE CLERK (CITY,35.0,120000.0
LEGISLATIVE TECHNICAL SECRETAR,35.0,120000.0
DIRECTOR OF FINANCE (CITY COUN,35.0,244820.0
LEGISLATIVE FISCAL STUDIES COO,35.0,120000.0
LEGISLATIVE INTERDIVISIONAL LI,35.0,244820.0
SPEAKER/MAJORITY LEADER (CITY,35.0,164500.0
CHIEF OF STAFF (CITY COUNCIL),35.0,244820.0
LEGISLATIVE COUNSEL (CITY COUN,35.0,244820.0
UNIT CHIEF (CITY COUNCIL),35.0,244820.0
LEGISLATIVE PROGRAMMER/ANALYST,35.0,244820.0
LEGISLATIVE COMPUTER SUPPORT S,35.0,77000.0
DIRECTOR OF LAND USE DIVISION,35.0,244820.0
SPECIAL ADVISOR TO THE DIRECTO,35.0,244820.0
COMMISSIONER OF YOUTH SERVICES,35.0,244820.0
DIRECTOR (CITY COUNCIL),35.0,244820.0
DEPUTY DIRECTOR (CITY COUNCIL),35.0,244820.0
DEPUTY UNIT CHIEF (CITY COUNCI,35.0,244820.0
LEGISLATIVE PROJECT MANAGER (C,35.0,244820.0
LEGISLATIVE OFFICE MANAGER (CI,35.0,244820.0
EXECUTIVE DIRECTOR (CAMPAIGN F,35.0,244820.0
TECHNICAL SUPPORT SPECIALIST(B,35.0,75651.0
EXECUTIVE DIRECTOR (FISA),35.0,244820.0
EXECUTIVE DIRECTOR (NYC DISTRI,35.0,244820.0
DEPUTY EXECUTIVE DIRECTOR (NYC,35.0,244820.0
COUNSEL (NYCDC),35.0,244820.0
TECHNICAL SYSTEMS MANAGER (NYC,35.0,244820.0
SOCIAL SCIENCE DATA MANAGER (N,35.0,244820.0
SPECIAL ASSISTANT FOR RESEARCH,35.0,244820.0
RESEARCH ANALYST (NYCDC),35.0,244820.0
OPERATION MANAGEMENT OFFICER (,35.0,244820.0
DISTRICTING COMMISSION ADMINIS,35.0,90000.0
DISTRICTING COMMISSION SECRETA,35.0,35000.0
DISTRICTING COMMISSION OFFICE,35.0,24800.0
PRESS OFFICER (NYCDC),35.0,244820.0
COMMUNICATION FIELD MANAGER (N,35.0,244820.0
COMMUNITY LIAISON REPRESENTIVE,35.0,70000.0
CHAIR-LANDMARKS PRESERVATION C,35.0,244820.0
EXECUTIVE DIRECTOR (LANDMARKS,35.0,244820.0
CHAIR (HA),35.0,137387.0
EXECUTIVE DIRECTOR OF PUBLIC I,35.0,244820.0
"CHAIR, PROCUREMENT POLICY BOAR",35.0,244820.0
DEPUTY COUNSEL (NYCDC),35.0,244820.0
COMMISSIONER (TAX APPEALS TRIB,35.0,147100.0
COMMISSIONER OF HOMELESS SERVI,35.0,244820.0
"MEMBER, CIVILIAN COMPLAINT REV",35.0,291.0
PUBLIC ADVOCATE,35.0,184800.0
ASSISTANT TO THE PUBLIC ADVOCA,35.0,77500.0
ASSISTANT TO THE PUBLIC ADVOCA,35.0,150148.0
COUNSEL TO THE PUBLIC ADVOCATE,35.0,244820.0
EXECUTIVE ASSISTANT AND COUNSE,35.0,244820.0
EXECUTIVE SECRETARY TO THE PUB,35.0,77500.0
FIRST ASSISTANT TO THE PUBLIC,35.0,113500.0
RESEARCH ANALYST TO THE PUBLIC,35.0,77500.0
COMMISSIONER OF BUSINESS SERVI,35.0,244820.0
ASSOCIATE ACCOUNTANT (PUBLIC A,35.0,77500.0
ASSOCIATE STAFF ANALYST (PUBLI,35.0,77500.0
DIRECTOR OF COMMUNICATIONS (PU,35.0,244820.0
OFFICE ASSISTANT (PUBLIC ADVOC,35.0,77500.0
OFFICE MANAGER (PUBLIC ADVOCAT,35.0,244820.0
PRINCIPAL INVESTIGATOR (PUBLIC,35.0,77500.0
PROGRAM RESEARCH ANALYST TO TH,35.0,77500.0
SENIOR INVESTIGATOR (PUBLIC AD,35.0,77500.0
SPECIAL ASSISTANT (PUBLIC ADVO,35.0,77500.0
COMMISSIONER OF DEPT OF INFO T,35.0,244820.0
DEPUTY CHIEF OF STAFF (CITY CO,35.0,244820.0
COMMISSIONER OF CHILDREN'S SER,35.0,244820.0
DIRECTOR OF INDEPENDENT BUDGET,35.0,244820.0
COMMISSIONER OF DESIGN & CONST,35.0,244820.0
COMMISSIONER OF CITYWIDE ADMIN,35.0,244820.0
TRAINER ASSISTANT (BOARD OF EL,35.0,30.09
CHAIR (BIC),35.0,244820.0
COMPUTER SPECIALIST (SOFTWARE,35.0,98999.0
COMPUTER SPECIALIST (SOFTWARE,35.0,106609.0
COMPUTER SPECIALIST (SOFTWARE,35.0,115936.0
COMPUTER SPECIALIST (SOFTWARE,35.0,132743.0
CHIEF OF STAFF (BUILDINGS),35.0,244820.0
CHIEF ASSET MANAGEMENT OFFICER,35.0,244820.0
CHIEF STRATEGY OFFICER (BUILDI,35.0,244820.0
CHIEF STRUCTURAL ENGINEER (BUI,35.0,244820.0
BOROUGH COMMISSIONER (BUILDING,35.0,244820.0
DEPUTY COMMISSIONER,35.0,244820.0
ASSISTANT TO COMMISSIONER (DEP,35.0,234738.0
SPECIAL ASSISTANT TO COMMISSIO,35.0,80628.0
*SENIOR STAFF OFFICER (LEGAL),35.0,244820.0
EXECUTIVE AGENCY COUNSEL,35.0,244820.0
COUNSEL (DEPARTMENT FOR THE AG,35.0,244820.0
EXECUTIVE DIRECTOR (POLICE PEN,35.0,244820.0
DEPUTY DIRECTOR (POLICE PENSIO,35.0,244820.0
SENIOR GENERAL DEPUTY MANAGER,35.0,196574.0
EXECUTIVE INSPECTOR (FD),35.0,244820.0
ASSISTANT COMMISSIONER (CULTUR,35.0,244820.0
SECRETARY TO THE COMMISSIONER,35.0,60399.0
FIRST DEPUTY COMMISSIONER (DOT,35.0,244820.0
DEPUTY COMMISSIONER (DOT),35.0,244820.0
BOROUGH COMMISSIONER (DOT),35.0,244820.0
DIRECTOR OF ADMINISTRATION (DE,35.0,244820.0
DIRECTOR OF COMMUNITY PROGRAMS,35.0,244820.0
DIRECTOR OF DIRECT SERVICE PRO,35.0,244820.0
DIRECTOR OF RESEARCH PLANNING,35.0,244820.0
DIRECTOR OF SENIOR CITIZEN REN,35.0,244820.0
CHIEF OF STAFF (DOT),35.0,244820.0
CHIEF OF STAFF (FDNY PENSION F,35.0,244820.0
EXECUTIVE DIRECTOR (OPA),35.0,244820.0
DEPUTY EXECUTIVE DIRECTOR (OPA,35.0,244820.0
EXECUTIVE DIRECTOR (FDNY PENSI,35.0,244820.0
DEPUTY EXECUTIVE DIRECTOR (FDN,35.0,244820.0
CHIEF OF STAFF (PD),35.0,244820.0
DEPUTY COMMISSIONER (COUNTERTE,35.0,244820.0
DEPUTY COMMISSIONER (INTELLIGE,35.0,244820.0
DIRECTOR OF INTERNAL AFFAIRS -,35.0,244820.0
DIRECTOR OF ORGANIZED CRIME CO,35.0,244820.0
SECRETARY TO THE FIRST DEPUTY,35.0,92695.0
SECRETARY TO THE DEPUTY COMMIS,35.0,81102.0
CONFIDENTIAL ASST TO THE EXECU,35.0,88000.0
ASSISTANT COMMISSIONER (FD),35.0,244820.0
DIR ORG CRIME DETAILED AS DIRE,35.0,244820.0
ASSOCIATE COMMISSIONER (FD),35.0,244820.0
ADMINISTRATIVE ASSISTANT TO CO,35.0,150148.0
EXECUTIVE AGENCY COUNSEL,35.0,150148.0
SECRETARY TO THE DEPUTY CHANCE,35.0,112550.0
SECRETARY TO THE COUNSEL TO TH,35.0,107190.0
ASSISTANT EXECUTIVE DIRECTOR (,35.0,244820.0
DEPUTY EXECUTIVE DIRECTOR (BOA,35.0,244820.0
EXECUTIVE DIRECTOR (EEPC),35.0,244820.0
DEPUTY COMMISSIONER (DBS),35.0,244820.0
EXECUTIVE DIRECTOR OF SPECIAL,35.0,244820.0
SECRETARY OF DEPARTMENT (DBS),35.0,244820.0
ASSISTANT COMMISSIONER (DBS),35.0,244820.0
EXECUTIVE ASSISTANT TO THE COM,35.0,244820.0
GENERAL COUNSEL (DBS),35.0,244820.0
FIRST DEPUTY COMMISSIONER (BIC,35.0,244820.0
DEPUTY COMMISSIONER OF INVESTI,35.0,244820.0
DIRECTOR OF INVESTIGATIONS (BI,35.0,244820.0
DIRECTOR OF INVESTIGATIVE AUDI,35.0,244820.0
DEPUTY ADMINISTRATOR,35.0,244820.0
EXECUTIVE DEPUTY COMMISSIONER,35.0,244820.0
DEPUTY COMMISSIONER FOR DEP PO,35.0,244820.0
DEPUTY COMMISSIONER COMMUNICAT,35.0,244820.0
EXECUTIVE CHIEF OF STAFF (DEP),35.0,244820.0
ASSISTANT COMMISSIONER FOR DEP,35.0,244820.0
SENIOR ADVISER TO THE COMMISSI,35.0,244820.0
EXECUTIVE ASST TO THE COMMISSI,35.0,125407.0
CONFIDENTIAL ASST TO THE EXECU,35.0,244820.0
DIRECTOR OF MOTOR EQUIPMENT (E,35.0,244820.0
COUNSEL (DEPT OF ENVIRONMENTAL,35.0,244820.0
"MANAGER, WATER AND SEWER SYSTE",35.0,244820.0
"MANAGER, WATER SUPPLY (JAMAICA",35.0,244820.0
DEPUTY ADMINSTRATOR/COMSNR-DOS,35.0,244820.0
DEPUTY COMMISSIONER,35.0,244820.0
CONFIDENTIAL ASSISTANT TO THE,35.0,150371.0
MEDICAL DIRECTOR (SANITATION),35.0,244820.0
DEPUTY DIRECTOR OF MOTOR EQUIP,40.0,155985.0
DIRECTOR OF MOTOR EQUIPMENT MA,35.0,244820.0
SUPERVISOR OF MARINE OPERATION,35.0,244820.0
DEP DIR MTR EQ MNTC(DOS)-MGRL,35.0,244820.0
DIRECTOR OF MOTOR EQUIPMENT MA,35.0,175490.0
SPECIAL INVESTIGATOR,35.0,244820.0
DIRECTOR OF NOISE ABATEMENT,35.0,244820.0
DEPUTY COMMISSIONER (DEP),35.0,244820.0
ASSOCIATE COMMISSIONER (DEP),35.0,244820.0
ASSISTANT COMMISSIONER (DEP),35.0,244820.0
DIRECTOR FOR EQUAL EMPLOYMENT,35.0,244820.0
ADMINISTRATOR OF SLUDGE VESSEL,35.0,244820.0
ASSISTANT SECRETARY TO THE COM,35.0,94764.0
SECRETARY TO THE EXEC DEPUTY C,35.0,94764.0
EXECUTIVE DIRECTOR TO THE ENVI,35.0,244820.0
DEPUTY COMMISSIONER (FINANCE),35.0,244820.0
CHIEF INVESTIGATOR (CRIMINAL I,35.0,244820.0
ASSISTANT COMMISSIONER (CRIMIN,35.0,244820.0
EXAMINER OF ACCOUNTS,35.0,88500.0
CITY REGISTER,35.0,244820.0
CHIEF OF LAW BUREAU (OPINIONS/,35.0,244820.0
DIRECTOR OF HEARING BUREAU (FI,35.0,244820.0
DIRECTOR OF LITIGATION BUREAU,35.0,244820.0
ASSISTANT COMMISSIONER (ADM SE,35.0,244820.0
ASSISTANT COMMISSIONER (AUDIT),35.0,244820.0
ASSISTANT COMMISSIONER (CASH M,35.0,244820.0
ASSIST COMMISSIONER (MANAGEMEN,35.0,244820.0
ASSISTANT COMMISSIONER (MANAGE,35.0,244820.0
ASST COMMISSIONER (REAL PROPER,35.0,244820.0
ASSISTANT COMMISSIONER (TAX PR,35.0,244820.0
CITY COLLECTOR,35.0,244820.0
COUNSEL (DEPARTMENT OF FINANCE,35.0,244820.0
ASSISTANT COUNSEL (TAX COMMISS,35.0,244820.0
COUNSEL (TAX COMMISSION),35.0,244820.0
DIRECTOR OF PUBLIC INFORMATION,35.0,244820.0
EXEC ASST TO THE COMMISSIONER,35.0,244820.0
CHIEF ASSESSOR (FINANCE),35.0,244820.0
CHIEF OF CITY SHERIFF OPERATIO,35.0,244820.0
EXECUTIVE DEPUTY SHERIFF (FINA,35.0,244820.0
SECRETARY TO DEPUTY COMMISSION,35.0,78413.0
DEPUTY COUNSEL (DCA),35.0,244820.0
SECRETARY TO THE DEPUTY COMMIS,35.0,60179.0
SPECIAL ADVISOR TO THE MAYOR,35.0,244820.0
DEPUTY COMMISSIONER (HEALTH),35.0,244820.0
DIRECTOR OF NURSING SERVICES,35.0,244820.0
ASSOCIATE DIRECTOR OF NURSING,35.0,244820.0
ALCOHOLISM COUNSELOR,35.0,61936.0
ASST COMMISSIONER (COMM DISEAS,35.0,244820.0
ASST COMMISSIONER (ENV HS)-HMH,35.0,244820.0
PEDIATRIC NURSE ASSOCIATE,35.0,79270.0
ASSISTANT COMMISSIONER (LABORA,35.0,244820.0
ASST COMMISSIONER (PROFESSIONA,35.0,244820.0
ASSISTANT COMMISSIONER (SUBSTA,35.0,244820.0
COUNSEL (DEPARTMENT OF HEALTH),35.0,244820.0
DIRECTOR OF ADMINISTRATIVE TRI,35.0,244820.0
ASSISTANT COMMISIONER (M&C HEA,35.0,244820.0
CHIEF CITY MEDICAL EXAMINER,35.0,244820.0
DEPUTY CHIEF CITY MEDICAL EXAM,35.0,244820.0
ASSOCIATE CHIEF CITY MEDICAL E,35.0,56482.0
DEPUTY COMMISSIONER FOR ADMINI,35.0,244820.0
DIRECTOR (OCME TOXICOLOGICAL L,35.0,244820.0
DEPUTY COMMISSIONER (MENTAL HE,35.0,244820.0
Asst Comm-Prgm Dev Revw-HMH,35.0,244820.0
SPECIAL ASSISTANT IN MENTAL RE,35.0,244820.0
DIRECTOR OF PSYCHIATRY,35.0,244820.0
COUNSEL (DEPT OF MENTAL HEALTH,35.0,244820.0
REGIONAL DIRECTOR MENTAL HEALT,35.0,244820.0
EXECUTIVE ASSISTANT (DEPT M H,35.0,92651.0
DIRECTOR (BUREAU OF ALCOHOLISM,35.0,244820.0
DIRECTOR (OFFICE OF PLANNING A,35.0,244820.0
DIRECTOR (OFFICE OF REHABILITA,35.0,244820.0
DIRECTOR OF FORENSIC BIOLOGY (,35.0,244820.0
ASSISTANT DIRECTOR OF FORENSIC,35.0,244820.0
DIRECTOR OF MEDICOLEGAL INVEST,35.0,244820.0
DEPUTY DIRECTOR OF MEDICOLEGAL,35.0,244820.0
ASSISTANT DIRECTOR OF TOXICOLO,35.0,244820.0
ASSISTANT DIRECTOR OF TOXICOLO,35.0,244820.0
DEPUTY COMMISSIONER (BUILDINGS,35.0,244820.0
COUNSEL (DEPARTMENT OF BLDGS),35.0,244820.0
ASSISTANT COMMISSIONER (BUILDI,35.0,244820.0
ASSISTANT COMMISSIONER FOR LAB,35.0,244820.0
EXECUTIVE INSPECTOR (BUILDINGS,35.0,244820.0
DEPUTY COMMISSIONER (HOUSING P,35.0,244820.0
DIRECTOR OF PROPERTY MANAGEMEN,35.0,244820.0
EXECUTIVE ASSISTANT TO THE DEP,35.0,244820.0
DEPUTY COUNSEL (EVALUATION AND,35.0,244820.0
GENERAL COUNSEL,35.0,244820.0
DIRECTOR OF DEMOLITION & SEALI,35.0,244820.0
DIRECTOR OF MANAGEMENT & PLANN,35.0,244820.0
ASSISTANT COMMISSIONER (ALTERN,35.0,244820.0
ASSISTANT COMMISSIONER (ENERGY,35.0,244820.0
ASSISTANT COMMISSIONER (CODE E,35.0,244820.0
ASSISTANT COMMISSIONER (COMMUN,35.0,244820.0
ASSISTANT COMMISSIONER (EQUAL,35.0,244820.0
ASSISTANT COMMISSIONER (EVALUA,35.0,244820.0
ASSISTANT COMMISSIONER (FISCAL,35.0,244820.0
ASSISTANT COMMISSIONER (GOVERN,35.0,244820.0
ASSISTANT COMMISSIONER (HOUSIN,35.0,244820.0
ASSISTANT COMMISSIONER (NEIGHB,35.0,244820.0
ASSISTANT COMMISSIONER (RELOCA,35.0,244820.0
ASSISTANT COMMISSIONER (IN REM,35.0,244820.0
ASSISTANT COMMISSIONER (SPECIA,35.0,244820.0
ASST COMMISSIONER (MAINTENANCE,35.0,244820.0
ASSISTANT COMMISSIONER (PUBLIC,35.0,244820.0
ADMINISTRATIVE PROJECT DIRECTO,35.0,244820.0
SPECIAL ASSISTANT TO THE COMMI,35.0,244820.0
DEPUTY GENERAL COUNSEL (HPD),35.0,244820.0
DIRECTOR OF NEIGHBORHOOD CONSE,35.0,244820.0
ADMINISTRATIVE PROJECT DIRECTO,35.0,144413.0
LEGISLATIVE ASSISTANT (HPD),35.0,244820.0
EXECUTIVE DIRECTOR (PROGRAM &,35.0,244820.0
ASSISTANT COMMISSIONER (TECH S,35.0,244820.0
DEPUTY ASSISTANT COMMISIONER (,35.0,244820.0
SECRETARY TO THE DEPUTY COMMIS,35.0,76549.0
EXECUTIVE DEPUTY ADMINISTRATOR,35.0,244820.0
COMMISSIONER OF COMMUNITY DEVE,35.0,244820.0
DEPUTY COMMISSIONER (CDA),35.0,244820.0
DEPUTY COMMISSIONER (DOE),35.0,244820.0
SECRETARY TO THE EXECUTIVE DIR,35.0,81068.0
DIRECTOR OF FIELD OPERATIONS (,35.0,244820.0
ASSISTANT COMMISSIONER (CHILD,35.0,244820.0
ASSISTANT COMMISSIONER FOR FAC,35.0,244820.0
ASSOCIATE COMMISSIONER FOR ADU,35.0,244820.0
ASSOCIATE COMMISSIONER FOR EMP,35.0,244820.0
ASSOCIATE COMMISSIONER FOR PER,35.0,244820.0
DIRECTOR OF PUBLIC INFORMATION,35.0,244820.0
EXEC ASST TO THE DEPUTY COMMIS,35.0,244820.0
DEPUTY DIRECTOR OF LABOR RELAT,35.0,244820.0
DIRECTOR OF LABOR RELATIONS (D,35.0,244820.0
ASSOCIATE COMMISSIONER (BUILDI,35.0,244820.0
INVESTMENT MANAGER (COMPTROLLE,35.0,244820.0
DIRECTOR OF  INVESTMENTS (COMP,35.0,244820.0
ASSISTANT COMMISSIONER (DCAS),35.0,244820.0
DEPUTY COMMISSIONER OF IT,35.0,244820.0
DEPUTY ASSISTANT COMMISSIONER,35.0,244820.0
DEPUTY GENERAL COUNSEL (DCAS),35.0,244820.0
ASSISTANT COMMISSIONER FOR CIT,35.0,244820.0
DIRECTOR OF ENERGY CONSERVATIO,35.0,244820.0
DIRECTOR OF MUNICIPAL TELECOMM,35.0,244820.0
DIRECTOR OF PUBLIC INFORMATION,35.0,244820.0
DIRECTOR OF PUBLIC RELATIONS (,35.0,244820.0
IT SECURITY SPECIALIST,35.0,180000.0
DIRECTOR OF SECURITY (DCAS),35.0,244820.0
EXEC ASST TO THE DEPUTY COM FO,35.0,244820.0
GENERAL COUNSEL (DCAS),35.0,244820.0
CHIEF OF STAFF (DCAS),35.0,244820.0
SPECIAL ASSISTANT TO THE COMMI,35.0,244820.0
SPECIAL ASSISTANT TO THE FIRST,35.0,244820.0
CHIEF OF STAFF FOR CITYWIDE PE,35.0,244820.0
ASSISTANT COMMISSIONER (DCAS),35.0,244820.0
DEPUTY COMMISSIONER (DCAS),35.0,244820.0
DEPUTY COMMISSIONER FOR CITY P,35.0,244820.0
DIRECTOR OF THE CITY RECORD (D,35.0,244820.0
DIRECTOR OF PURCHASE (DCAS),35.0,244820.0
DIRECTOR OF STORES (DCAS),35.0,244820.0
EXECUTIVE ASSISTANT TO THE COM,35.0,244820.0
SECRETARY OF THE DEPARTMENT (D,35.0,244820.0
SECRETARY TO THE DEPUTY COMMIS,35.0,94764.0
ASST COMMISSIONER FOR POLICY A,35.0,244820.0
ASST COMMISSIONER FOR AGENCY P,35.0,244820.0
EXECUTIVE DIRECTOR OF HEALTHCA,35.0,244820.0
EXEC DIRECTOR OF GRANTS MANAGE,35.0,244820.0
DIRECTOR OF INTERAGENCY PLANNI,35.0,244820.0
DIRECTOR OF BIODETECTION RESPO,35.0,244820.0
DIRECTOR OF COMMUNITY ENGAGEME,35.0,244820.0
DIRECTOR OF NYC MEDICAL RESERV,35.0,244820.0
ASSISTANT COMISSIONER FOR FAMI,35.0,244820.0
DEPUTY COMMISIONER(HOMELESS SE,35.0,244820.0
EXECUTIVE ASSISTANT TO THE COM,35.0,244820.0
ASST COMMISSIONER FOR PLANNING,35.0,244820.0
ASST COMMISSIONER FOR PUBLIC &,35.0,244820.0
ASST COMMISSIONER FOR SINGLES,35.0,244820.0
DEPUTY GENERAL COUNSEL (HOMELE,35.0,244820.0
DIRECTOR OF EEO (HOMELESS SVCS,35.0,244820.0
